,title,rating,num_ratings,num_reviews,num_awards,language,num_page,cover_type,published_year,genre,author
3541,"Lyle, Lyle, Crocodile",4.14,27133,283,1.0,English,48 pages,Paperback,Published October 1st 1987 by Clarion Books (first published July 1st 1965),Childrens,Bernard Waber
3542,On the Night You Were Born,4.36,16015,658,,English,32 pages,Hardcover,Published October 17th 2006 by Feiwel & Friends (first published January 15th 2005),Childrens,Nancy Tillman
3543,Mufaro's Beautiful Daughters: An African Tale,4.35,20394,1067,2.0,English,32 pages,Hardcover,Published December 31st 2018 by Amistad (first published 1987),Childrens,John Steptoe
3544,Sadako and the Thousand Paper Cranes,4.12,25031,1899,2.0,English,80 pages,Paperback,Published December 1st 1999 by Puffin (first published January 1st 1977),Historical,Eleanor Coerr
3545,A Year Down Yonder,4.13,29215,2085,3.0,English,130 pages,Paperback,Published November 21st 2002 by Puffin Books (first published October 1st 2000),Historical,Richard Peck
3546,Days with Frog and Toad,4.28,23006,401,1.0,English,64 pages,Paperback,Published February 3rd 2004 by HarperCollins (first published 1979),Childrens,Arnold Lobel
3547,The Princess Bride,4.26,861295,23653,,English,456 pages,Paperback,Published July 15th 2003 by Ballantine Books (first published September 1st 1973),Fantasy,William Goldman
3548,New Kid,4.18,48806,4944,7.0,English,256 pages,Hardcover,Published February 5th 2019 by Quill Tree Books,Sequential Art,Jerry Craft
3549,Sam and Dave Dig a Hole,4.17,8829,1460,7.0,English,40 pages,Hardcover,Published October 14th 2014 by Candlewick Press,Childrens,Mac Barnett
3550,Meet Samantha: An American Girl,3.99,20468,402,,English,64 pages,Hardcover,Published September 28th 1990 by American Girl (first published January 1st 1986),Historical,Susan S. Adler
3551,Five Little Peppers and How They Grew,4.03,24096,625,,English,352 pages,Paperback,Published June 1st 2006 by Aladdin (first published 1881),Classics,Margaret Sidney
3552,They All Saw A Cat,4.10,10194,1475,4.0,English,44 pages,Hardcover,Published August 30th 2016 by Chronicle Books,Childrens,Brendan Wenzel
3553,Dr. Seuss's Sleep Book,4.18,10893,508,,English,58 pages,Hardcover,Published July 24th 2012 by New York: Random House (first published August 1st 1962),Childrens,Dr. Seuss
3554,Interrupting Chicken,4.21,16597,1480,4.0,English,40 pages,Hardcover,Published August 10th 2010 by Candlewick Press,Childrens,David Ezra Stein
3555,"Leonardo, the Terrible Monster",4.18,13774,729,1.0,English,48 pages,Hardcover,Published September 1st 2005 by Hyperion Books for Children (first published August 2nd 2005),Childrens,Mo Willems
3556,Eight Cousins,4.01,36769,1297,,English,224 pages,Paperback,Published February 27th 2007 by Dover Publications (first published 1874),Classics,Louisa May Alcott
3557,The Little Red Hen,4.24,27197,441,,English,24 pages,Hardcover,Published February 1st 2001 by Golden Books (first published 1954),Childrens,Diane Muldrow
3558,The Day You Begin,4.44,10765,1641,4.0,English,32 pages,Hardcover,Published August 28th 2018 by Nancy Paulsen Books,Childrens,Jacqueline Woodson
3559,Zen Shorts,4.25,13031,961,3.0,English,40 pages,Hardcover,Published March 1st 2005 by Scholastic Press (first published January 1st 2005),Childrens,Jon J. Muth
3560,We Are Water Protectors,4.52,6535,1409,5.0,English,40 pages,Hardcover,Published March 17th 2020 by Roaring Brook Press,Childrens,Carole Lindstrom
3561,"Hello, Universe",3.95,20320,3396,3.0,English,320 pages,Hardcover,Published March 14th 2017 by Greenwillow Books,Childrens,Erin Entrada Kelly
3562,The Prince and the Pauper,3.86,115009,2604,,English,240 pages,Paperback,Published May 1st 2002 by Signet (first published 1881),Classics,Mark Twain
3563,Castle in the Air,3.89,49502,3604,1.0,English,298 pages,Mass Market Paperback,Published August 7th 2001 by Greenwillow Books (first published 1990),Fantasy,Diana Wynne Jones
3564,Mandy,4.26,12358,1215,,English,320 pages,Hardcover,Published August 15th 2006 by HarperCollins (first published 1971),Fiction,Julie Andrews Edwards
3565,Pippi in the South Seas,4.11,17881,342,,English,126 pages,Hardcover,Published September 18th 1959 by Viking Books for Young Readers (first published 1948),Childrens,Astrid Lindgren
3566,The Willoughbys,3.81,14691,2481,3.0,English,174 pages,Hardcover,Published March 31st 2008 by Clarion Books,Fiction,Lois Lowry
3567,Red: A Crayon's Story,4.42,7993,1325,3.0,English,40 pages,Hardcover,Published February 3rd 2015 by Greenwillow Books,Childrens,Michael Hall
3568,What Do You Do With an Idea?,4.49,8538,1477,1.0,English,36 pages,Hardcover,Published February 1st 2014 by Compendium,Childrens,Kobi Yamada
3569,Tuesdays at the Castle,4.11,20390,2654,4.0,English,225 pages,Hardcover,Published October 25th 2011 by Bloomsbury,Fantasy,Jessica Day George
3570,A Chair for My Mother,4.21,25719,1074,2.0,English,32 pages,Paperback,Published January 23rd 2007 by Greenwillow Books (first published 1982),Childrens,Vera B. Williams
3571,The Tiger Rising,3.84,27113,3038,3.0,English,128 pages,Paperback,Published July 1st 2002 by Candlewick Press (first published 2001),Fiction,Kate DiCamillo
3572,The Door in the Wall,3.76,17347,1169,2.0,English,120 pages,Paperback,Published August 10th 1998 by Laurel Leaf Library (first published 1949),Historical,Marguerite de Angeli
3573,Rilla of Ingleside,4.22,46595,2536,,English,277 pages,Paperback,Published February 25th 1997 by Bantam Books (first published 1921),Classics,L.M. Montgomery
3574,Just Go To Bed,4.24,27785,235,,English,24 pages,Paperback,Published April 23rd 2001 by Random House Books for Young Readers (first published 1983),Childrens,Mercer Mayer
3575,"Giggle, Giggle, Quack",4.22,26834,490,,English,32 pages,Paperback,Published March 1st 2004 by Simon & Schuster Children's Publishing (first published May 1st 2002),Childrens,Doreen Cronin
3576,The School for Good and Evil,4.01,101370,11209,2.0,English,488 pages,Paperback,Published September 4th 2018 by HarperCollins; Reprint edition (first published May 14th 2013),Fantasy,Soman Chainani
3577,Curious George Goes to the Hospital,4.26,38795,189,1.0,English,48 pages,Hardcover,Published November 28th 1973 by HMH Books for Young Readers (first published 1966),Childrens,Margret Rey
3578,The Little Old Lady Who Was Not Afraid of Anything,4.27,18364,739,1.0,English,32 pages,Paperback,Published July 23rd 2019 by HarperCollins (first published January 1st 1986),Childrens,Linda Williams
3579,The People of Sparks,3.69,56203,3729,,English,338 pages,Paperback,Published 2004 by Yearling,Young Adult,Jeanne DuPrau
3580,Fudge-a-Mania,4.01,31114,764,8.0,English,176 pages,Paperback,Published January 6th 2004 by Berkley (first published 1990),Childrens,Judy Blume
3581,In a People House,4.18,16173,235,,English,36 pages,Hardcover,Published September 25th 2007 by Random House Books for Young Readers (first published 1972),Childrens,Theo LeSieg
3582,Marvin K. Mooney Will You Please Go Now!,3.95,8955,327,,English,36 pages,Paperback,Published August 4th 2003 by Random House (first published August 12th 1971),Childrens,Dr. Seuss
3583,Double Fudge,3.99,22136,863,4.0,English,224 pages,Paperback,Published April 5th 2007 by Puffin Books (first published September 30th 2002),Childrens,Judy Blume
3584,She Persisted: 13 American Women Who Changed the World,4.40,6299,1139,2.0,English,32 pages,Hardcover,Published May 30th 2017 by Philomel Books,Childrens,Chelsea Clinton
3585,The Book Thief,4.39,2312104,133070,20.0,English,552 pages,Hardcover,Published March 14th 2006 by Alfred A. Knopf (first published March 1st 2006),Historical,Markus Zusak
3586,Who Could That Be at This Hour?,3.84,26816,2733,1.0,English,258 pages,Hardcover,Published October 24th 2012 by Little Brown (first published October 23rd 2012),Mystery,Lemony Snicket
3587,A Christmas Carol,4.07,766499,27587,1.0,English,104 pages,Paperback,Published September 23rd 1999 by Bethany House Publishers (first published December 17th 1843),Classics,Charles Dickens
3588,Little Blue Truck,4.51,15956,1055,,English,32 pages,Hardcover,Published May 1st 2008 by Clarion Books,Childrens,Alice Schertle
3589,The Grey King,4.16,37844,1052,4.0,English,165 pages,Paperback,Published May 8th 2007 by Margaret K. McElderry Books (first published 1975),Fantasy,Susan Cooper
3590,The Mixed-Up Chameleon,4.23,19016,473,,English,32 pages,Board Book,Published February 5th 1998 by HarperFestival (first published 1975),Childrens,Eric Carle
3591,Freight Train,4.06,16291,727,1.0,,26 pages,Board Book,Published September 20th 1996 by Greenwillow Books (first published October 1st 1978),Childrens,Donald Crews
3592,Flat Stanley,3.85,15445,1026,,English,96 pages,Paperback,Published December 23rd 2013 by HarperCollins (first published 1964),Childrens,Jeff Brown
3593,Harry Potter Series Box Set,4.74,275864,8014,1.0,English,4100 pages,Hardcover,Published October 1st 2007 by Arthur A. Levine Books,Fantasy,J.K. Rowling
3594,Cabin Fever,4.24,115567,4718,1.0,English,224 pages,Hardcover,Published November 15th 2011 by Amulet Books,Fiction,Jeff Kinney
3595,Catwings,4.10,8481,871,1.0,English,40 pages,Paperback,Published May 1st 2003 by Orchard Books (first published 1988),Fantasy,Ursula K. Le Guin
3596,The Berenstain Bears and Too Much Junk Food,4.04,10916,250,,English,32 pages,Paperback,Published March 12th 1985 by Random House Books for Young Readers (first published 1985),Childrens,Stan Berenstain
3597,Front Desk,4.40,32201,4694,4.0,English,298 pages,Hardcover,Published May 29th 2018 by Arthur A. Levine Books,Childrens,Kelly Yang
3598,Scuffy the Tugboat,4.15,20569,167,,English,32 pages,Hardcover,Published February 11th 2003 by Golden books (first published 1946),Childrens,Gertrude Crampton
3599,The Pout-Pout Fish,4.34,14811,1094,,English,32 pages,Hardcover,"Published March 18th 2008 by Farrar, Straus and Giroux (first published January 1st 2008)",Childrens,Deborah Diesen
3600,If You Take a Mouse to the Movies,4.18,20551,470,,English,40 pages,Hardcover,Published October 3rd 2000 by HarperCollins,Childrens,Laura Joffe Numeroff
3601,The Celery Stalks at Midnight,3.93,12440,328,,English,144 pages,Paperback,Published October 1st 2006 by Atheneum Books for Young Readers (first published 1983),Childrens,James Howe
3602,Goldilocks and the Three Dinosaurs,4.21,9625,1180,2.0,English,40 pages,Hardcover,Published September 4th 2012 by Balzer + Bray,Childrens,Mo Willems
3603,King of the Wind: The Story of the Godolphin Arabian,4.21,25724,868,2.0,English,176 pages,Hardcover,Published November 1st 1990 by Aladdin (first published 1948),Fiction,Marguerite Henry
3604,Clementine,3.95,20514,2062,7.0,English,144 pages,Hardcover,"Published September 15th 2006 by Little, Brown Books for Young Readers",Realistic Fiction,Sara Pennypacker
3605,Today I Will Fly!,4.35,15674,576,,English,57 pages,Hardcover,Published April 1st 2007 by Hyperion Books for Children (first published March 13th 2007),Childrens,Mo Willems
3606,The Little Mermaid,3.99,24936,1460,1.0,English,48 pages,Hardcover,Published September 9th 2004 by Minedition (first published 1836),Classics,Hans Christian Andersen
3607,The Mysterious Benedict Society and the Prisoner's Dilemma,4.29,39217,1850,,English,400 pages,Paperback,"Published October 27th 2009 by Little, Brown Books for Young Readers (first published October 6th 2009)",Mystery,Trenton Lee Stewart
3608,After the Fall: How Humpty Dumpty Got Back up Again,4.39,10231,1478,4.0,English,40 pages,Hardcover,Published October 3rd 2017 by Roaring Brook Press,Childrens,Dan Santat
3609,The Worst Witch,3.96,20895,867,,English,107 pages,Paperback,Published November 25th 2004 by Puffin Bks (first published October 1st 1974),Fantasy,Jill Murphy
3610,We Found A Hat,4.27,7130,1033,1.0,English,56 pages,Hardcover,Published October 11th 2016 by Candlewick,Childrens,Jon Klassen
3611,Roller Girl,4.30,59973,4622,9.0,English,240 pages,Paperback,Published March 10th 2015 by Dial Books,Sequential Art,Victoria Jamieson
3612,Pete the Cat and His Four Groovy Buttons,4.41,12671,1235,3.0,English,40 pages,Hardcover,Published May 1st 2012 by HarperCollins,Childrens,Eric Litwin
3613,The Jolly Postman or Other People's Letters,4.51,12112,643,4.0,English,29 pages,Hardcover,"Published September 1st 1986 by Little, Brown Books for Young Readers (first published January 1st 1986)",Childrens,Janet Ahlberg
3614,"Bark, George",4.22,13851,791,10.0,English,32 pages,Hardcover,Published June 3rd 1999 by Michael di Capua Books,Childrens,Jules Feiffer
3615,The Great Gilly Hopkins,3.85,22174,1446,9.0,English,148 pages,Hardcover,Published 1996 by Heinemann Educational (first published March 29th 1978),Fiction,Katherine Paterson
3616,Sheep in a Jeep,4.13,17316,698,,English,26 pages,Board book,Published August 25th 1997 by HMH Books for Young Readers (first published 1986),Childrens,Nancy E. Shaw
3617,The Day I Swapped My Dad for Two Goldfish,3.99,11683,762,,English,64 pages,Hardcover,Published August 31st 2004 by HarperCollins (first published 1997),Childrens,Neil Gaiman
3618,Bartholomew and the Oobleck,4.05,6890,422,1.0,English,48 pages,Hardcover,Published 1976 by Random House Books for Young Readers (first published 1949),Childrens,Dr. Seuss
3619,The Tale of Squirrel Nutkin,3.99,7824,409,,English,58 pages,Hardcover,Published March 7th 2002 by Warne (first published 1903),Childrens,Beatrix Potter
3620,The Castle in the Attic,3.96,18404,851,2.0,English,179 pages,Paperback,Published November 1st 1994 by Yearling (first published September 1st 1985),Fantasy,Elizabeth Winthrop
3621,Hair Love,4.60,7829,1333,2.0,English,32 pages,Hardcover,Published May 14th 2019 by Kokila (first published January 1st 2019),Childrens,Matthew A. Cherry
3622,A Day in the Life of Marlon Bundo,4.64,16703,2384,1.0,English,35 pages,Kindle Edition,Published March 18th 2018 by Chronicle Books LLC,Childrens,Jill Twiss
3623,Skellig,3.81,26259,2847,6.0,English,208 pages,Paperback,Published September 11th 2001 by Laurel Leaf (first published August 11th 1998),Fantasy,David Almond
3624,Mrs. Piggle-Wiggle's Magic,4.16,14634,345,,English,192 pages,Paperback,Published August 14th 2007 by HarperCollins (first published 1949),Childrens,Betty MacDonald
3625,Greenwitch,3.99,29441,999,1.0,English,147 pages,Paperback,Published 1997 by Margaret K. McElderry Books (first published 1974),Fantasy,Susan Cooper
3626,Fancy Nancy,4.16,29082,1060,1.0,English,32 pages,Hardcover,Published December 13th 2005 by HarperCollins (first published December 1st 2005),Childrens,Jane O'Connor
3627,The Throne of Fire,4.19,193550,6965,1.0,English,452 pages,Hardcover,Published May 3rd 2011 by Hyperion Books for Children,Fantasy,Rick Riordan
3628,Fever 1793,3.93,119130,7037,3.0,English,252 pages,Paperback,Published September 1st 2000 by Aladdin,Historical,Laurie Halse Anderson
3629,Joseph Had a Little Overcoat,4.14,17500,1351,1.0,English,40 pages,Hardcover,Published 1999 by Viking (first published 1977),Childrens,Simms Taback
3630,Llama Llama Mad at Mama,4.29,18407,682,1.0,English,32 pages,Hardcover,Published September 6th 2007 by Viking Books for Young Readers (first published January 1st 2007),Childrens,Anna Dewdney
3631,The Saggy Baggy Elephant,4.09,17800,181,,English,24 pages,Hardcover,Published September 21st 1999 by Golden Books (first published 1947),Childrens,Kathryn Jackson
3632,Ox-Cart Man,4.07,14847,621,2.0,English,40 pages,Paperback,Published October 27th 1983 by Puffin Books (first published October 8th 1979),Childrens,Donald Hall
3633,The Rabbit Listened,4.58,6262,1173,3.0,English,32 pages,Hardcover,Published February 20th 2018 by Dial Books,Childrens,Cori Doerrfeld
3634,The Good Egg,4.34,11698,1248,2.0,English,36 pages,Hardcover,Published February 12th 2019 by HarperCollins,Childrens,Jory John
3635,The Tale of Mrs. Tiggy-Winkle,4.17,16411,277,,English,57 pages,Hardcover,Published March 7th 2002 by Warne (first published 1905),Childrens,Beatrix Potter
