,title,rating,num_ratings,num_reviews,num_awards,language,num_page,cover_type,published_year,genre,author
4622,Bringing Up Boys,3.92,7180,682,,English,288 pages,Paperback,Published February 22nd 2005 by Tyndale Momentum (first published September 18th 2001),Parenting,James C. Dobson
4623,Deadline,4.14,7033,428,,English,448 pages,Paperback,Published May 1st 2006 by Multnomah (first published June 1st 1994),Christian Fiction,Randy Alcorn
4624,No Compromise,4.39,6573,283,,English,382 pages,Paperback,Published December 1st 2000 by Harvest House Publishers (first published September 28th 1989),Biography,Melody Green
4625,Prague Counterpoint,4.42,6903,212,,English,392 pages,Paperback,Published April 1st 2005 by Tyndale House Publishers (first published October 1st 1989),Historical,Bodie Thoene
4626,"The Rise and Triumph of the Modern Self: Cultural Amnesia, Expressive Individualism, and the Road to Sexual Revolution",4.60,3646,787,3.0,English,432 pages,Hardcover,Published November 24th 2020 by Crossway Books (first published 2020),Philosophy,Carl R. Trueman
4627,The Two Towers,4.47,868522,15729,,English,448 pages,Kindle Edition,Published June 2022 by William Morrow (first published November 11th 1954),Fantasy,J.R.R. Tolkien
4628,Love Thy Body: Answering Hard Questions about Life and Sexuality,4.60,2891,573,,,336 pages,Hardcover,Published January 2nd 2018 by Baker Books (first published January 2018),Christian,Nancy R. Pearcey
4629,The Call: Finding and Fulfilling the Central Purpose of Your Life,4.07,3016,262,,,304 pages,Paperback,Published October 7th 2003 by Thomas Nelson (first published 1998),Christian,Os Guinness
4630,The Unseen Realm,4.52,3556,604,,English,413 pages,Hardcover,Published July 1st 2015 by Lexham Press,Religion,Michael S. Heiser
4631,The Sovereignty of God,4.40,6656,236,,English,272 pages,Paperback,Published July 1st 1984 by Baker Books (first published November 30th 1917),Religion,Arthur W. Pink
4632,End of the Spear,4.41,11596,286,,English,368 pages,Hardcover,Published December 1st 2005 by SaltRiver (first published 2005),Biography,Steve Saint
4633,The Beautiful Pretender,4.15,5788,745,,English,320 pages,Paperback,Published May 17th 2016 by Thomas Nelson,Romance,Melanie Dickerson
4634,The Secret of Pembrooke Park,4.04,11143,1409,2.0,English,460 pages,Paperback,Published December 2nd 2014 by Bethany House Publishers (first published November 25th 2014),Historical,Julie Klassen
4635,The Reckoning,4.03,9009,353,,English,288 pages,Paperback,Published August 1st 2000 by Bethany House Publishers (first published July 1998),Christian Fiction,Beverly Lewis
4636,BoneMan's Daughters,3.76,13232,1151,,English,401 pages,Hardcover,Published April 14th 2009 by Center Street (first published April 1st 2009),Fiction,Ted Dekker
4637,Someday,4.42,7739,197,,English,352 pages,Paperback,Published February 5th 2008 by Tyndale House Publishers (first published January 1st 2008),Christian Fiction,Karen Kingsbury
4638,She Said Yes: The Unlikely Martyrdom of Cassie Bernall,3.91,14635,725,1.0,English,140 pages,Paperback,Published January 1st 2002 by Plough Publishing House (first published September 9th 1999),Nonfiction,Misty Bernall
4639,Oceans Apart,4.27,11932,629,2.0,English,350 pages,Paperback,Published March 30th 2004 by Zondervan,Christian Fiction,Karen Kingsbury
4640,A Little Book on the Christian Life,4.53,2651,380,,English,126 pages,Paperback,Published March 2nd 2017 by Reformation Trust (first published 1975),Religion,John Calvin
4641,Dark Night of the Soul,4.17,9922,351,,English,111 pages,Paperback,Published May 9th 2003 by Dover Publications (first published 1584),Religion,John of the Cross
4642,Know Why You Believe,4.03,2516,105,,English,189 pages,Paperback,Published December 3rd 2005 by InterVarsity Press (first published November 30th 1966),Christian,Paul E. Little
4643,Side by Side: Walking with Others in Wisdom and Love,4.21,2263,309,,,176 pages,Paperback,Published April 28th 2015 by Crossway Books,Christian,Edward T. Welch
4644,Stuck in the Middle,3.61,11060,754,,English,335 pages,Paperback,Published February 1st 2008 by Fleming H. Revell Company,Romance,Virginia Smith
4645,Jesus Is: Find a New Way to Be Human,4.18,5259,307,,English,224 pages,Paperback,Published February 25th 2013 by Thomas Nelson,Christian,Judah Smith
4646,Lit!: A Christian Guide to Reading Books,4.16,2834,408,,English,202 pages,Paperback,Published October 1st 2011 by Crossway Books (first published September 7th 2011),Christian,Tony Reinke
4647,The Widow of Larkspur Inn,4.04,8558,782,,English,432 pages,Paperback,Published February 1st 1998 by Bethany House Publishers (first published January 1st 1998),Historical,Lawana Blackwell
4648,What Is Reformed Theology?: Understanding the Basics,4.35,2978,303,,English,217 pages,Paperback,Published June 1st 2005 by Baker Books (first published September 10th 1997),Religion,R.C. Sproul
4649,True Spirituality: How to Live for Jesus Moment by Moment,4.25,2156,166,,English,192 pages,Paperback,Published September 1st 2001 by Tyndale Elevate (first published 1971),Christian,Francis A. Schaeffer
4650,Sheet Music: Uncovering the Secrets of Sexual Intimacy in Marriage,4.10,7125,397,,English,288 pages,Paperback,Published September 1st 2003 by Tyndale House Publishers (first published September 1st 2002),Marriage,Kevin Leman
4651,Outdated: Find Love That Lasts When Dating Has Changed,4.43,3167,417,,English,224 pages,Paperback,Published March 2nd 2021 by Baker Books,Christian,Jonathan Pokluda
4652,Transforming Grace: Living Confidently in God's Unfailing Love,4.37,1984,157,,English,207 pages,Paperback,Published January 29th 1991 by NavPress Publishing Group (first published 1991),Christian,Jerry Bridges
4653,The Five Love Languages for Singles,4.12,11328,1006,,English,256 pages,Paperback,Published September 1st 2004 by Northfield Publishing (first published July 1st 2001),Nonfiction,Gary Chapman
4654,Encounters with Jesus: Unexpected Answers to Life's Biggest Questions,4.44,2951,295,,English,213 pages,Hardcover,Published November 19th 2013 by Viking,Christian,Timothy J. Keller
4655,Give Them Grace: Dazzling Your Kids with the Love of Jesus,4.08,3944,430,,English,213 pages,Paperback,Published May 4th 2011 by Crossway Books,Parenting,Elyse M. Fitzpatrick
4656,Paper Roses,3.88,7989,468,,English,384 pages,Paperback,Published January 1st 2009 by Fleming H. Revell Company,Romance,Amanda Cabot
4657,When Hope Springs New,4.18,6476,218,,English,216 pages,Paperback,Published February 1st 2005 by Bethany House Publishers (first published 1986),Christian Fiction,Janette Oke
4658,The Total Money Makeover: A Proven Plan for Financial Fitness,4.23,84171,6300,,English,229 pages,Hardcover,Published February 1st 2007 by Nelson Books (first published January 1st 1994),Nonfiction,Dave Ramsey
4659,Song of Redemption,4.51,8088,393,,English,349 pages,Paperback,Published May 1st 2005 by Bethany House Publishers (first published January 22nd 1995),Christian Fiction,Lynn Austin
4660,Summer,4.45,8378,284,,English,368 pages,Paperback,Published August 21st 2007 by Tyndale House Publishers (first published January 1st 2007),Christian Fiction,Karen Kingsbury
4661,Infidel,3.99,6707,231,,English,245 pages,Hardcover,Published December 15th 2007 by Thomas Nelson,Fantasy,Ted Dekker
4662,A.D. 30,4.16,7218,868,1.0,English,432 pages,Hardcover,Published October 28th 2014 by Center Street (first published 2014),Historical,Ted Dekker
4663,Accidental Saints: Finding God in All the Wrong People,4.19,12413,1403,,English,224 pages,ebook,Published September 8th 2015 by Convergent Books,Nonfiction,Nadia Bolz-Weber
4664,How to Be Filled with the Holy Spirit,4.50,2970,317,,English,65 pages,Paperback,Published January 14th 2016 by Moody Publishers (first published 1960),Christian,A.W. Tozer
4665,Longing,4.29,7865,310,,English,352 pages,Paperback,Published November 19th 2011 by Zondervan (first published January 1st 2011),Christian Fiction,Karen Kingsbury
4666,The Trellis and the Vine: The Ministry Mind-Shift that Changes Everything,4.22,3939,355,,English,196 pages,Hardcover,Published 2009 by Matthias Media,Christian,Colin Marshall
4667,Amazing Grace: William Wilberforce and the Heroic Campaign to End Slavery,4.17,8012,923,,English,304 pages,Hardcover,Published February 6th 2007 by HarperOne (first published 2007),Biography,Eric Metaxas
4668,The Return of the King,4.55,811669,14938,,English,432 pages,Kindle Edition,Published June 2022 by William Morrow (first published October 20th 1955),Fantasy,J.R.R. Tolkien
4669,The Attributes of God: A Journey Into the Father's Heart,4.44,1770,152,,,176 pages,Paperback,Published July 28th 2003 by Christian Publications (first published 1996),Christian,A.W. Tozer
4670,Hadassah: One Night with the King,4.18,4487,402,,English,351 pages,Paperback,Published January 1st 2005 by Bethany House Publishers (first published December 31st 2003),Historical,Tommy Tenney
4671,Just as I Am,4.30,5140,204,2.0,English,784 pages,Paperback,Published March 3rd 1999 by HarperOne,Biography,Billy Graham
4672,The Common Rule: Habits of Purpose for an Age of Distraction,4.34,3843,546,,,204 pages,Paperback,Published February 19th 2019 by IVP Books,Christian,Justin Whitmel Earley
4673,The Universe Next Door: A Basic Worldview Catalog,3.94,4197,262,,English,259 pages,Paperback,Published May 6th 2004 by IVP Academic,Philosophy,James W. Sire
4674,The Bruised Reed,4.41,3177,358,,English,134 pages,Paperback,Published June 1st 1998 by Banner of Truth (first published January 1st 1620),Religion,Richard Sibbes
4675,The Man Who Was Thursday: A Nightmare,3.82,37408,3732,,English,182 pages,Paperback,Published October 9th 2001 by Modern Library (first published 1908),Fiction,G.K. Chesterton
4676,"Pastrix: The Cranky, Beautiful Faith of a Sinner Saint",4.32,13032,1564,,English,204 pages,Hardcover,Published September 10th 2013 by Jericho Books (first published January 1st 2013),Autobiography,Nadia Bolz-Weber
4677,The Preacher's Bride,4.03,5811,597,,English,384 pages,Paperback,Published October 1st 2010 by Bethany House,Historical,Jody Hedlund
4678,Too Close to Home,4.04,7687,602,,English,332 pages,Paperback,Published April 1st 2010 by Fleming H. Revell Company (first published 2010),Christian Fiction,Lynette Eason
4679,The World's Last Night: And Other Essays,4.20,2002,239,,,128 pages,Paperback,Published February 14th 2017 by HarperOne (first published January 1st 1960),Christian,C.S. Lewis
4680,Take Two,4.24,7035,243,,English,320 pages,Kindle Edition,Published July 13th 2009 by Zondervan (first published January 1st 2009),Christian Fiction,Karen Kingsbury
4681,The Power of a Praying Parent,4.46,5733,329,,,224 pages,Paperback,Published February 1st 2014 by Harvest House Publishers (first published July 1st 1995),Parenting,Stormie Omartian
4682,The Bluebird and the Sparrow,3.87,3510,155,,,251 pages,Paperback,Published August 2006 (first published 1995),Christian Fiction,Janette Oke
4683,Sinner,4.05,7023,239,,English,374 pages,Hardcover,Published September 2nd 2008 by Thomas Nelson,Christian Fiction,Ted Dekker
4684,In the Presence of My Enemies,4.29,7339,433,1.0,English,340 pages,Paperback,Published March 22nd 2004 by Living Books (first published 2003),Nonfiction,Gracia Burnham
4685,Like Dandelion Dust,4.25,9811,621,,English,368 pages,Paperback,Published June 1st 2006 by Center Street,Christian Fiction,Karen Kingsbury
4686,Interior Castle,4.14,7634,483,,English,288 pages,Paperback,Published January 4th 1972 by Image (first published 1588),Religion,Teresa de Jesús
4687,Rhythms of Renewal: Trading Stress and Anxiety for a Life of Peace and Purpose,4.13,5056,632,,English,304 pages,Hardcover,Published October 1st 2019 by Zondervan,Christian,Rebekah Lyons
4688,Live,4.39,4182,360,,English,210 pages,Hardcover,Published February 25th 2020 by Thomas Nelson,Christian,Sadie Robertson
4689,With Christ in the School of Prayer,4.39,1922,171,,English,256 pages,Hardcover,Published May 1st 2005 by Barbour Publishing (first published December 1st 1885),Prayer,Andrew Murray
4690,Goliath Must Fall: Winning the Battle Against Your Giants,4.34,3713,339,,,272 pages,Kindle Edition,Published May 16th 2017 by Thomas Nelson,Christian,Louie Giglio
4691,Grace for the Good Girl: Letting Go of the Try-Hard Life,4.14,3351,338,,English,257 pages,Paperback,Published September 1st 2011 by Fleming H. Revell Company,Christian,Emily P. Freeman
4692,Disciplines of a Godly Woman,4.23,1692,123,,English,272 pages,Paperback,Published January 10th 2006 by Crossway Books (first published November 1st 2001),Christian,Barbara Hughes
4693,A Bride for Donnigan,3.99,4278,180,,English,223 pages,Paperback,Published 1993 by Bethany House Publishers,Christian Fiction,Janette Oke
4694,Rekindled,4.14,7268,482,1.0,English,336 pages,Paperback,Published March 1st 2006 by Bethany House Publishers (first published 2006),Christian Fiction,Tamera Alexander
4695,Keep a Quiet Heart,4.50,2079,167,,,269 pages,Paperback,Published September 1st 2004 by Fleming H. Revell Company (first published 1995),Christian,Elisabeth Elliot
4696,God Came Near,4.37,2724,136,,English,208 pages,Paperback,Published September 23rd 2004 by Thomas Nelson (first published 1986),Christian,Max Lucado
4697,"Live Fearless: A Call to Power, Passion, and Purpose",4.34,3274,363,,English,224 pages,ebook,Published February 6th 2018 by Thomas Nelson,Christian,Sadie Robertson
4698,The History of the Church: From Christ to Constantine,4.01,4199,329,,,435 pages,Paperback,Published November 23rd 1989 by Penguin Classics (first published 324),History,Eusebius
4699,True Courage,4.29,6876,221,,English,336 pages,Paperback,Published October 19th 2005 by Tyndale House Publishers (first published 2004),Christian Fiction,Dee Henderson
4700,Seven Days That Divide The World: The Beginning According To Genesis & Science,4.13,1910,215,,English,192 pages,Paperback,Published August 20th 2011 by Zondervan (first published August 9th 2011),Science,John C. Lennox
4701,Undeniably Yours,4.13,5911,628,2.0,English,384 pages,Paperback,Published May 2013 by Bethany House Publishers,Romance,Becky Wade
4702,Torn: Rescuing the Gospel from the Gays-vs.-Christians Debate,4.33,4015,603,,English,272 pages,Hardcover,Published November 13th 2012 by Jericho Books (first published January 1st 2012),Christian,Justin Lee
4703,Cascade,4.25,11142,981,,English,399 pages,Paperback,Published June 1st 2011 by David C Cook,Science Fiction,Lisa Tawn Bergren
