,title,rating,num_ratings,num_reviews,num_awards,language,num_page,cover_type,published_year,genre,author
752,The Animators,3.97,11671,1686,1.0,English,369 pages,Hardcover,Published January 31st 2017 by Random House,Fiction,Kayla Rae Whitaker
753,My Favorite Things,4.12,793,126,,English,160 pages,Hardcover,Published October 21st 2014 by Harper Design (first published September 23rd 2014),Art,Maira Kalman
754,Aesthetics and Politics,4.14,2167,72,,English,220 pages,Paperback,Published January 17th 2007 by Verso (first published 1977),Philosophy,Theodor W. Adorno
755,What We See When We Read,3.70,5303,914,,English,425 pages,Paperback,Published August 5th 2014 by Vintage (first published August 2014),Nonfiction,Peter Mendelsund
756,The Sick Rose: Disease and the Art of Medical Illustration,4.42,825,84,,English,253 pages,Hardcover,Published May 31st 2014 by Distributed Art Publishers (DAP) (first published April 30th 2014),Nonfiction,Richard Barnett
757,Graphic Storytelling and Visual Narrative,4.08,2214,64,,English,164 pages,Paperback,Published October 1st 1996 by Poorhouse Press (first published February 1st 1996),Sequential Art,Will Eisner
758,Katie and the Sunflowers,4.23,410,63,,English,32 pages,Paperback,"Published July 1st 2007 by Orchard, (first published February 2001)",Art,James Mayhew
759,Principles of Art History: The Problem of the Development of Style in Later Art,3.88,359,19,,English,256 pages,Paperback,Published June 1st 1950 by Dover Publications (first published 1923),Art,Heinrich Wölfflin
760,Noa Noa,3.52,943,116,,English,168 pages,Hardcover,Published March 10th 2005 by Chronicle Books (first published 1901),Art,Paul Gauguin
761,"Sketch Book for the Artist: An Innovative, Practical Approach to Drawing the World Around You",4.17,792,19,,English,264 pages,Hardcover,Published May 2nd 2005 by DK Publishing,Art,Sarah Simblet
762,The Gothic Image: Religious Art in France of the Thirteenth Century,4.00,168,8,,English,448 pages,Paperback,Published February 21st 1973 by Westview Press (first published 1899),Art,Émile Mâle
763,The Courage to Create,4.09,3236,262,,English,144 pages,Paperback,Published March 17th 1994 by W. W. Norton Company (first published August 6th 1975),Psychology,Rollo May
764,Sandro Botticelli 1444/45 - 1510,4.33,577,21,,English,96 pages,Paperback,Published May 1st 2000 by Taschen (first published September 17th 1981),Art,Barbara Deimling
765,Women,4.23,2238,69,,English,256 pages,Paperback,Published October 17th 2000 by Random House (first published October 5th 1999),Art,Annie Leibovitz
766,The Art Thief,3.05,2987,549,,English,290 pages,Hardcover,Published September 18th 2007 by Atria Books (first published 2007),Mystery,Noah Charney
767,The Red Tree,4.51,5889,735,2.0,English,32 pages,Hardcover,Published April 15th 2003 by Simply Read Books (first published August 1st 2001),Childrens,Shaun Tan
768,Movements in Art since 1945: Issues and Concepts,3.72,342,22,,English,304 pages,Paperback,Published August 1st 1995 by Thames & Hudson (first published January 1st 1969),Art,Edward Lucie-Smith
769,Basquiat,4.12,630,38,,,,,,Art,Leonhard Emmerling
770,Parker Looks Up: An Extraordinary Moment,4.40,1650,308,1.0,,40 pages,Hardcover,Published October 15th 2019 by Aladdin,Childrens,Parker Curry
771,Why Cats Paint: A Theory of Feline Aesthetics,4.09,815,102,,English,144 pages,Hardcover,Published September 1st 2006 by Ten Speed Press (first published August 1990),Art,Heather Busch
772,M.C. Escher: His Life and Complete Graphic Work (With a Fully Illustrated Catalogue),4.38,277,18,,English,349 pages,Hardcover,"Published September 1st 1992 by Harry N. Abrams, Inc.",Art,J.L. Locher
773,A Tolkien Bestiary,4.03,7093,146,,English,288 pages,Hardcover,Published February 5th 1995 by Gramercy Books (first published 1978),Fantasy,David Day
774,Drawing and Painting Beautiful Faces: A Mixed-Media Portrait Workshop,4.45,640,51,,,136 pages,Paperback,Published January 15th 2015 by Quarry Books (first published January 1st 2015),Art,Jane Davenport
775,Science Ink: Tattoos of the Science Obsessed,3.87,1223,147,,English,271 pages,Hardcover,Published November 1st 2011 by Sterling (first published October 4th 2011),Science,Carl Zimmer
776,Landscape Painting: Essential Concepts and Techniques for Plein Air and Studio Practice,4.35,375,23,,English,192 pages,Hardcover,Published November 17th 2009 by Watson-Guptill (first published 2009),Art,Mitchell Albala
777,The Word Made Flesh: Literary Tattoos from Bookworms Worldwide,3.62,884,148,,English,174 pages,Paperback,Published October 12th 2010 by Harper Perennial (first published October 2010),Nonfiction,Eva Talmadge
778,Heist Society,3.91,91809,5454,3.0,English,287 pages,Hardcover,"Published February 9th 2010 by Little, Brown Books for Young Readers",Young Adult,Ally Carter
779,Drawing for the Absolute Beginner: A Clear & Easy Guide to Successful Drawing (Art for the Absolute Beginner),3.88,590,26,,English,128 pages,Kindle Edition,Published (first published November 2nd 2006),Art,Mark Willenbrink
780,Blankets,4.05,110626,7547,4.0,English,592 pages,Paperback,Published August 18th 2003 by Top Shelf Productions (first published July 23rd 2003),Sequential Art,Craig Thompson
781,Dalí,4.26,922,16,,English,224 pages,Hardcover,Published February 27th 2006 by Taschen (first published September 1976),Art,Robert Descharnes
782,A Humument: A Treated Victorian Novel,4.35,905,80,,English,367 pages,Paperback,Published April 1st 2005 by Thames & Hudson (first published October 1st 1980),Poetry,Tom Phillips
783,Francis Bacon: The Logic of Sensation,4.21,890,39,,English,224 pages,Paperback,Published May 25th 2005 by University of Minnesota Press (first published 1981),Philosophy,Gilles Deleuze
784,Born Under Saturn: The Character and Conduct of Artists,4.03,246,14,,English,344 pages,Paperback,Published November 28th 2006 by New York Review of Books (first published January 1st 1963),Art,Margot Wittkower
785,"Dustcovers: The Collected Sandman Covers, 1989-1996",4.54,6847,43,,English,208 pages,Paperback,Published July 1st 1998 by Vertigo (first published December 1st 1997),Sequential Art,Dave McKean
786,Existencilism,4.07,1127,24,,,52 pages,Paperback,Published June 6th 2002 by Weapons of Mass Distraction (first published April 2002),Art,Banksy
787,The Raphael Affair,3.53,3500,292,,English,226 pages,Mass Market Paperback,Published November 1st 1998 by Penguin (first published 1990),Mystery,Iain Pears
788,Lydia Cassatt Reading the Morning Paper,3.73,2131,248,,English,176 pages,Paperback,Published October 29th 2002 by Plume (first published 2001),Historical,Harriet Scott Chessman
789,Nightlights,3.88,6087,1140,1.0,English,53 pages,Hardcover,Published March 14th 2017 by Nobrow Press,Sequential Art,Lorena Alvarez Gomez
790,Understanding Exposure: How to Shoot Great Photographs with a Film or Digital Camera,4.33,6828,527,,English,160 pages,Paperback,Published August 1st 2004 by Amphoto Books (first published January 1st 1990),Art,Bryan Peterson
791,My Life,4.07,931,99,,English,224 pages,Paperback,Published March 22nd 1994 by Da Capo Press (first published 1923),Art,Marc Chagall
792,Claymates,4.26,869,206,,English,40 pages,Hardcover,"Published June 20th 2017 by Little, Brown Books for Young Readers",Childrens,Dev Petty
793,Hamilton: The Revolution,4.45,51001,5955,2.0,English,285 pages,Hardcover,Published April 12th 2016 by Grand Central Publishing (first published August 6th 2015),Nonfiction,Lin-Manuel Miranda
794,Swatch: The Girl Who Loved Color,3.95,849,140,,,40 pages,Hardcover,Published March 15th 2016 by Balzer + Bray,Childrens,Julia Denos
795,Seven Dada Manifestos and Lampisteries,4.18,993,66,,English,120 pages,Paperback,Published October 1st 1981 by Oneworld Classics (first published 1924),Art,Tristan Tzara
796,Icon,4.49,476,27,,English,176 pages,Paperback,Published October 1st 2003 by Underwood Books (first published 1998),Art,Frank Frazetta
797,The Flamethrowers,3.50,20917,2408,5.0,English,383 pages,Hardcover,Published April 2nd 2013 by Scribner,Fiction,Rachel Kushner
798,The Woman Upstairs,3.31,32240,3883,6.0,English,253 pages,Hardcover,Published April 28th 2013 by A. A. Knopf,Fiction,Claire Messud
799,Caveat Emptor: The Secret Life of an American Art Forger,3.71,1948,296,,English,314 pages,Hardcover,Published August 15th 2012 by Pegasus Books (first published January 1st 2012),Nonfiction,Ken Perenyi
800,The Art of Mulan,4.51,918,26,,English,192 pages,Hardcover,Published June 19th 1998 by Hyperion (first published June 1st 1998),Art,Jeff Kurtti
801,Wonderstruck,4.17,56290,7070,7.0,English,640 pages,Hardcover,Published September 13th 2011 by Scholastic Press,Historical,Brian Selznick
802,The Sandman Vol. 1: Preludes & Nocturnes,4.24,252536,8759,,English,233 pages,Hardcover,Published December 1st 1998 by Vertigo (first published 1988),Sequential Art,Neil Gaiman
803,Watchmen,4.37,533242,16196,7.0,English,416 pages,Paperback,Published 2005 by DC Comics (first published 1987),Sequential Art,Alan Moore
804,Modernism: The Lure of Heresy from Baudelaire to Beckett and Beyond,3.89,715,67,,English,640 pages,Hardcover,Published 2007 by Norton,History,Peter Gay
805,Fairies,4.31,518,32,1.0,English,80 pages,Hardcover,Published July 4th 2006 by Dark Horse Books (first published December 1st 1996),Art,Yoshitaka Amano
806,Six Years: The Dematerialization of the Art Object from 1966 to 1972,4.26,258,12,,,296 pages,Paperback,Published April 28th 1997 by University of California Press (first published November 1972),Art,Lucy R. Lippard
807,Basquiat: A Quick Killing in Art,3.95,996,84,,English,393 pages,Paperback,Published October 19th 2004 by Penguin Group (first published 1997),Art,Phoebe Hoban
808,The Art and Flair of Mary Blair: An Appreciation,4.29,892,56,,English,128 pages,Hardcover,Published September 1st 2003 by Disney Editions,Art,John Canemaker
809,Horse,4.36,37543,4239,,English,401 pages,Hardcover,Published June 14th 2022 by Viking,Historical,Geraldine Brooks
810,1000 Years of Joys and Sorrows: A Memoir,4.25,1872,265,,English,400 pages,Hardcover,Published November 2nd 2021 by Crown Publishing Group,Nonfiction,Weiwei Ai
811,"The Dehumanization of Art and Other Essays on Art, Culture and Literature",3.83,969,63,,English,204 pages,Paperback,Published June 28th 1968 by Princeton University Press (first published 1925),Philosophy,José Ortega y Gasset
812,"Hey, Wall: A Story of Art and Community",3.91,603,104,,English,32 pages,Hardcover,Published September 4th 2018 by Simon Schuster/Paula Wiseman Books,Childrens,Susan Verde
813,Van Gogh's Ear: The True Story,4.24,1113,157,,English,337 pages,Kindle Edition,Published July 12th 2016 by Vintage Digital (first published April 7th 2016),Nonfiction,Bernadette Murphy
814,Letters on Cézanne,4.20,735,78,,English,112 pages,Paperback,Published September 15th 2002 by North Point Press (first published 1907),Art,Rainer Maria Rilke
815,Bento's Sketchbook,4.01,723,82,,English,160 pages,Paperback,Published May 1st 2011 by Verso,Art,John Berger
816,Tulip Fever,3.52,11483,1164,,English,281 pages,Paperback,Published April 10th 2001 by Dial Press Trade Paperback (first published 1999),Historical,Deborah Moggach
817,Sunflowers,3.84,2487,299,,,394 pages,Paperback,Published October 13th 2009 by William Morrow Paperbacks (first published January 1st 2009),Historical,Sheramy Bundrick
818,The Artist's Guide: How to Make a Living Doing What You Love,3.98,312,14,,English,400 pages,Paperback,Published June 9th 2009 by Da Capo Lifelong Books (first published January 20th 2009),Art,Jackie Battenfield
819,"The Unknown Matisse, 1869-1908",4.22,586,28,,,512 pages,Paperback,Published October 18th 2005 by Knopf (first published October 27th 1998),Art,Hilary Spurling
820,The Art of Travel,3.83,22753,1593,1.0,,272 pages,Paperback,Published May 11th 2004 by Vintage (first published May 2nd 2002),Travel,Alain de Botton
821,Dynamic Wrinkles and Drapery: Solutions for Drawing the Clothed Figure,4.09,633,14,,English,144 pages,Paperback,Published October 1st 1995 by Watson-Guptill (first published 1992),Art,Burne Hogarth
822,The Virgin Blue,3.67,31594,1968,,English,304 pages,Paperback,Published June 24th 2003 by Penguin Books (first published 1997),Historical,Tracy Chevalier
823,The Art of Kiki's Delivery Service,4.63,575,27,,English,208 pages,Hardcover,Published May 9th 2006 by VIZ Media LLC (first published November 1989),Art,Hayao Miyazaki
824,Pre-Raphaelite Sisterhood,4.10,220,12,,English,256 pages,Paperback,Published July 1st 1995 by Quartet Books (UK) (first published 1985),Art,Jan Marsh
825,"The Venetian's Wife: A Strangely Sensual Tale of a Renaissance Explorer, a Computer, and a Metamorphosis",3.90,1973,158,1.0,English,132 pages,Hardcover,Published August 1st 1996 by Chronicle Books (first published January 1st 1996),Fiction,Nick Bantock
826,The Necessity of Art: A Marxist Approach (Peregrine),3.89,346,36,,English,240 pages,Paperback,Published December 14th 1978 by Penguin Books Ltd (first published 1959),Art,Ernst Fischer
827,The Creators: A History of Heroes of the Imagination,4.18,2509,93,,,832 pages,Paperback,Published September 28th 1993 by Vintage (first published 1992),History,Daniel J. Boorstin
828,Dinotopia: The World Beneath,4.28,3974,130,,English,160 pages,Paperback,Published March 1st 2003 by HarperTrophy (first published 1995),Fantasy,James Gurney
829,Monet: Itinerant of Light,3.92,1194,245,1.0,,112 pages,Hardcover,Published November 1st 2017 by NBM Publishing (first published September 21st 2017),Sequential Art,Salva Rubio
830,The Night Gardener,4.17,6064,911,2.0,English,48 pages,Hardcover,Published February 16th 2016 by Simon & Schuster Books for Young Readers (first published February 2016),Childrens,Terry Fan
831,Journey,4.37,12610,2052,3.0,English,40 pages,Hardcover,Published August 6th 2013 by Candlewick Press,Childrens,Aaron Becker
832,The Legend of Korra: The Art of the Animated Series Book One: Air,4.56,1939,90,,English,144 pages,Hardcover,Published July 17th 2013 by Dark Horse Books,Art,Michael Dante DiMartino
833,Towards a New Architecture,3.95,4313,157,,English,289 pages,Paperback,Published February 1st 1985 by Dover Publications (first published 1923),Architecture,Le Corbusier
834,Magritte's Marvelous Hat,3.90,679,157,,English,32 pages,Hardcover,Published April 17th 2012 by Clarion Books,Childrens,D.B. Johnson
835,The Hearing Trumpet,4.01,6104,906,,English,199 pages,Paperback,Published February 2nd 2004 by Exact Change (first published 1974),Fiction,Leonora Carrington
836,Hawthorne on Painting,4.13,496,16,,English,96 pages,Paperback,Published June 1st 1960 by Dover Publications,Art,Charles Webster Hawthorne
837,Vermeer's Hat: The Seventeenth Century and the Dawn of the Global World,3.84,2149,216,1.0,English,272 pages,Hardcover,Published December 26th 2007 by Bloomsbury Publishing PLC,History,Timothy Brook
